"Ind212",142,132,266,266,126,130,277,277,149,146,259,235,184,168,169,112,172,170,172,276
"Ind1727",138,134,266,266,126,126,277,274,149,140,231,241,172,178,167,169,173,173,276,172
"Ind1818",138,144,266,266,126,128,274,277,140,140,243,253,184,178,112,169,168,169,172,268
"Ind25",140,130,266,266,126,122,277,274,146,143,255,241,182,174,167,163,168,168,196,174
"Ind911",134,132,266,266,130,128,277,274,149,134,245,235,186,170,112,167,170,168,282,178
"Ind599",132,134,266,266,128,130,274,274,134,143,279,251,178,180,112,169,170,170,172,276
"Ind920",134,138,266,266,122,130,274,274,146,143,247,243,172,186,169,167,170,177,276,172
"Ind456",134,140,266,266,126,128,274,274,170,137,241,235,176,168,171,112,175,187,170,268
"Ind1651",136,138,266,268,124,130,274,277,146,143,239,247,182,176,114,114,181,189,168,170
"Ind1418",142,136,266,266,128,124,274,277,140,134,235,241,170,186,0,0,175,170,168,280
"Ind784",132,132,266,266,128,122,274,277,134,140,257,241,182,168,112,116,172,176,170,276
"Ind1117",140,140,266,266,128,132,274,274,134,146,241,243,178,172,110,112,170,173,176,268
"Ind882",140,132,266,266,130,124,274,274,125,146,247,251,174,168,167,112,172,170,268,172
"Ind1667",136,134,266,266,126,124,274,274,182,146,253,247,180,168,114,114,169,173,276,172
"Ind1659",132,128,266,266,124,124,274,274,140,143,241,241,180,172,169,169,169,169,276,276
"Ind1608",140,138,266,266,130,128,274,274,146,140,273,243,176,178,112,171,168,170,276,172
"Ind531",138,132,268,266,128,130,274,277,134,134,235,247,180,182,112,114,170,173,268,172
"Ind1319",138,138,266,266,124,122,274,274,155,155,235,241,184,172,114,175,169,170,276,170
"Ind31",134,136,268,266,130,126,274,274,143,146,235,243,186,184,165,112,170,170,170,178
"Ind863",134,140,268,266,126,128,274,274,137,134,239,241,184,182,108,167,181,181,170,170
"Ind1095",146,132,266,266,130,126,274,274,140,140,239,277,176,160,167,112,170,169,170,276
"Ind1182",132,144,268,266,130,130,277,274,146,146,241,257,180,174,112,112,170,177,270,174
"Ind13",130,132,266,266,132,122,274,277,140,140,243,263,170,180,114,112,168,171,278,186
"Ind1975",132,134,266,266,124,126,277,274,143,152,245,241,168,178,112,169,170,168,268,180
"Ind677",134,138,266,266,128,126,274,274,143,149,273,241,180,174,112,116,169,169,270,174
"Ind24",134,130,266,266,126,122,277,274,155,143,255,241,182,174,167,163,168,168,174,174
"Ind1156",132,138,266,266,128,124,274,277,155,146,247,241,168,170,110,169,171,173,198,174
"Ind1962",132,134,266,266,126,130,274,274,146,146,269,235,180,180,112,171,175,179,282,172
"Ind1292",134,134,266,266,124,124,274,277,140,146,243,243,180,170,112,169,171,176,180,172
"Ind1111",134,138,266,266,124,130,274,274,149,146,261,241,176,174,114,165,169,174,170,180
"Ind1601",136,138,266,266,126,124,274,274,134,146,247,241,184,168,112,112,168,179,178,170
"Ind480",134,132,266,266,124,130,274,277,155,140,243,255,172,176,114,112,177,170,174,268
"Ind772",134,142,266,266,130,130,277,277,155,143,247,247,182,178,167,167,170,177,170,270
"Ind43",144,134,266,266,124,126,274,274,134,146,241,247,182,168,165,114,170,164,172,270
"Ind705",130,132,266,266,126,124,274,277,140,134,241,245,178,172,114,167,167,173,274,174
"Ind65",134,134,268,266,124,124,277,277,134,143,251,241,182,176,112,169,181,170,174,276
"Ind1683",134,138,266,266,126,122,274,274,146,146,255,235,174,178,171,177,170,172,276,174
"Ind1203",152,134,266,266,126,124,274,274,140,146,241,257,176,182,112,169,177,169,276,168
"Ind1379",132,134,268,266,126,130,274,274,140,140,241,273,180,178,171,112,175,168,276,176
"Ind1984",134,134,266,266,124,128,274,274,143,170,263,235,180,178,116,112,173,169,178,172
"Ind921",132,136,268,266,124,130,277,277,146,140,257,255,182,168,112,169,173,168,170,174
"Ind1784",144,134,266,266,124,128,277,274,161,134,241,249,178,186,169,171,170,171,268,174
"Ind594",134,134,266,266,124,130,274,277,140,146,241,243,176,180,112,114,173,173,178,276
"Ind1037",144,136,266,266,124,122,277,277,140,146,253,241,172,176,112,169,187,175,174,170
"Ind1148",136,138,266,266,126,124,274,274,146,146,241,253,174,176,171,112,168,168,270,188
"Ind1029",132,134,266,266,124,124,274,274,146,140,247,241,170,168,169,114,173,172,172,172
"Ind810",134,140,266,266,130,128,274,277,143,146,235,243,182,186,171,169,173,172,170,168
