"Ind1202",144,132,122,130,274,277,146,140,257,241,178,178,167,173,170,170,278,280,147,145
"Ind259",128,128,130,126,274,274,146,146,241,241,174,166,187,185,170,174,276,270,149,145
"Ind577",144,144,124,126,274,274,140,146,239,233,170,176,169,167,168,176,298,280,147,145
"Ind1621",128,142,124,126,274,274,140,146,243,241,178,180,169,169,166,170,280,268,145,145
"Ind128",134,138,116,128,277,277,146,143,247,241,166,176,169,169,168,172,302,278,147,145
"Ind730",132,136,116,126,274,274,146,119,243,273,186,178,171,171,174,172,268,276,147,147
"Ind1090",132,132,122,126,274,277,140,161,249,239,176,176,167,177,168,170,298,276,147,145
"Ind1718",132,144,126,128,277,277,146,146,247,247,178,174,169,169,176,168,272,276,147,145
"Ind1122",138,134,126,126,274,274,146,134,247,235,180,184,171,169,186,172,272,280,147,147
"Ind1061",132,144,126,124,274,277,146,146,241,241,180,176,169,187,172,180,284,276,145,0
"Ind695",134,132,128,128,274,274,149,149,253,241,178,182,177,173,176,176,276,268,147,0
"Ind144",134,142,122,130,274,274,146,146,251,239,176,182,173,169,170,170,276,282,147,147
"Ind1579",168,134,122,122,277,274,140,140,273,235,186,184,167,169,174,170,276,280,147,145
"Ind983",136,132,122,124,277,274,146,140,243,241,182,180,169,167,172,170,276,268,147,147
"Ind1541",160,140,130,128,274,277,140,146,247,235,172,184,177,187,172,170,270,298,147,147
"Ind205",140,128,128,130,274,274,146,143,251,247,176,188,173,169,172,172,296,276,147,147
"Ind1643",132,140,126,116,274,277,146,146,241,239,154,186,169,167,168,172,268,276,147,147
"Ind916",138,144,126,130,274,274,146,113,247,261,178,174,169,169,170,172,280,268,147,149
"Ind99",140,134,124,130,274,274,140,146,255,249,172,170,171,167,170,172,268,270,145,151
"Ind1339",134,144,124,124,274,274,137,146,247,261,188,176,171,167,172,172,268,270,147,147
"Ind649",136,140,126,130,274,274,146,146,235,255,172,184,167,167,170,172,268,282,147,147
"Ind153",136,144,130,130,277,274,140,146,241,249,172,172,177,169,170,170,278,278,145,147
"Ind702",136,140,126,126,274,274,146,146,267,243,180,174,181,163,168,172,276,280,147,147
"Ind1779",134,134,126,126,277,274,143,146,255,241,182,190,169,167,176,172,280,280,147,145
"Ind947",132,144,130,126,274,274,134,146,251,239,172,172,171,187,180,172,276,278,147,145
"Ind1475",138,134,128,126,274,274,140,140,241,269,176,178,165,169,174,176,276,276,149,149
"Ind586",138,134,132,130,277,274,146,140,251,247,182,178,169,173,170,172,280,276,145,147
"Ind1204",138,132,130,124,274,274,149,146,235,241,178,176,169,169,166,176,270,278,147,147
"Ind622",130,134,124,122,277,277,146,143,261,231,170,178,185,193,170,168,280,276,145,147
"Ind230",134,134,130,130,274,274,134,146,257,249,182,178,167,173,170,172,270,276,147,145
"Ind679",142,140,128,128,274,274,146,146,247,247,178,168,191,167,170,172,280,270,145,147
"Ind638",140,142,126,130,274,274,125,140,235,257,178,172,163,167,176,176,278,274,147,147
"Ind893",146,136,128,126,274,274,143,134,251,269,180,172,171,171,170,170,280,270,145,147
"Ind660",132,134,126,128,274,274,146,143,247,241,176,168,167,167,186,170,282,280,147,147
"Ind830",134,138,128,130,274,274,146,137,241,249,178,172,175,167,172,174,280,284,145,147
"Ind896",132,132,130,124,274,274,140,146,251,247,178,186,169,167,172,168,282,292,149,147
"Ind1350",134,134,126,124,274,277,146,146,243,237,176,174,171,171,170,174,282,268,147,147
"Ind463",140,138,126,126,274,274,146,140,261,241,188,168,167,167,172,170,282,276,145,145
"Ind392",136,136,126,122,274,274,146,119,255,235,186,180,167,173,170,172,268,280,147,145
"Ind1588",138,134,126,130,277,274,149,146,251,241,176,182,169,169,172,168,276,280,147,147
"Ind356",132,144,124,130,274,277,143,140,247,243,186,170,173,179,176,174,276,276,147,147
"Ind503",132,144,124,116,274,277,146,143,247,241,170,174,165,171,170,172,276,276,147,145
"Ind459",132,144,130,132,274,274,143,158,235,259,172,182,171,169,172,164,270,280,145,147
"Ind564",138,132,126,124,274,274,140,140,247,243,172,172,171,167,174,168,280,276,147,145
"Ind1953",140,134,126,124,274,274,137,143,243,251,178,176,173,187,172,170,268,270,147,145
"Ind1577",134,132,126,130,274,274,146,0,261,241,154,172,171,165,170,176,270,292,145,145
"Ind349",142,134,124,128,274,274,146,149,239,231,184,182,171,169,168,170,272,276,147,145
"Ind354",136,132,130,130,274,274,143,140,243,239,170,184,169,167,174,178,270,276,145,147
"Ind415",132,132,128,136,274,274,146,137,241,273,180,174,175,167,172,170,276,280,147,147
"Ind1749",132,134,128,130,274,274,140,146,235,241,186,174,167,171,172,176,270,280,147,145
"Ind962",144,128,130,124,274,274,134,134,255,259,176,176,169,173,172,176,282,276,147,147
"Ind1367",134,132,126,126,274,277,143,134,255,241,180,178,171,173,170,172,284,276,147,145
"Ind917",140,132,130,126,277,274,146,137,243,247,172,178,171,173,168,190,282,276,147,147
"Ind748",144,142,130,130,277,277,146,146,243,243,176,174,177,167,168,170,278,284,147,145
"Ind1299",132,134,126,132,277,277,134,119,255,243,180,178,169,167,176,190,272,272,147,147
"Ind1084",140,134,128,124,274,274,182,146,241,241,178,172,169,165,172,172,276,268,147,147
"Ind1281",134,134,128,126,274,274,146,140,251,269,182,180,175,171,170,176,270,276,147,147
"Ind1684",134,144,128,128,274,274,146,134,247,251,168,180,171,167,170,168,302,302,147,147
"Ind1372",138,134,122,126,277,277,146,146,235,251,180,176,169,187,176,170,268,278,147,147
"Ind1454",142,136,128,124,277,274,146,143,249,243,176,174,189,165,176,174,276,276,147,147
"Ind618",144,128,122,122,274,274,143,146,241,235,182,184,171,177,172,168,276,278,147,145
"Ind454",132,134,126,124,277,274,149,146,233,243,180,186,169,167,174,170,268,270,145,147
"Ind699",140,134,126,128,274,274,146,140,243,241,172,176,167,171,172,170,276,274,149,145
"Ind1900",134,134,128,122,274,274,134,143,255,241,174,192,169,167,180,170,294,280,147,147
"Ind1539",134,134,126,126,274,274,146,140,249,243,182,184,181,171,172,170,280,282,147,147
"Ind1853",134,134,124,124,274,277,143,146,243,235,176,186,171,169,170,174,294,270,145,147
"Ind1947",134,148,124,126,274,274,167,143,235,249,186,174,171,167,168,174,276,270,147,147
"Ind1937",136,134,130,122,274,277,146,143,241,243,174,180,169,177,170,182,268,280,145,147
"Ind88",140,140,130,128,274,277,143,146,241,241,168,176,169,167,174,174,276,280,147,147
"Ind1964",136,134,126,126,274,277,146,146,239,243,178,170,169,169,168,170,278,280,147,147
"Ind825",134,132,126,122,274,277,140,146,245,243,178,168,169,171,176,190,280,276,149,145
"Ind1610",134,138,130,128,274,277,140,146,255,251,170,170,175,169,172,174,268,280,147,147
"Ind252",142,134,122,126,274,277,137,146,241,263,176,176,169,171,172,176,280,280,145,147
"Ind1288",132,134,124,122,274,274,146,146,249,247,172,176,169,169,172,174,268,276,147,147
"Ind1407",138,130,130,122,277,277,143,146,247,241,172,174,169,167,180,170,276,274,147,145
"Ind629",138,134,130,128,277,277,146,137,241,251,172,172,167,169,178,170,278,270,145,147
"Ind1142",144,132,126,122,274,274,146,155,243,243,170,170,167,169,168,170,276,276,147,147
"Ind371",140,132,130,126,274,274,164,134,267,257,172,182,169,193,168,168,280,294,147,145
"Ind1449",134,128,124,124,274,277,146,140,243,243,178,184,169,169,168,170,280,280,147,145
"Ind324",144,144,130,126,277,274,146,140,241,243,178,172,171,169,172,168,268,280,147,145
"Ind1811",144,128,122,124,274,274,143,143,241,243,180,176,167,169,174,174,272,280,147,0
"Ind1487",134,136,128,126,274,277,143,146,247,241,170,170,173,181,172,172,272,280,147,147
"Ind1284",134,134,126,132,274,274,137,134,251,247,172,188,169,165,172,170,268,282,147,147
"Ind1193",138,134,124,128,274,277,137,146,243,241,178,172,171,187,170,170,280,276,147,147
