"mean","sd"
171.910345589499,68.3437540889163
168.973111300499,69.5402077973503
168.745292244037,68.0536362495965
166.124085456144,67.6901155605113
164.024343818467,68.307164261909
168.86437173812,69.0193506615006
173.03136741983,67.6046505325047
169.673409557227,67.4447294872505
172.42020814478,68.5434158038068
170.181379971406,66.9620386458314
168.828244512238,67.4570183176622
168.991435657288,67.5380383952039
174.156502732219,67.5273238988892
175.568323392451,68.3753914263603
171.882327135514,67.0405751460635
170.884151265596,66.6042537300159
169.363746563972,68.1868587474059
174.302296404595,67.4512416132676
166.744976803294,64.140824378112
171.413993869082,63.7165138923973
170.82558465453,67.6470621212864
170.356803304695,69.0437916206743
172.172728238884,68.3514620926541
175.217067550314,69.0731926578728
182.388811825136,68.3728759364907
172.425294919585,72.6673023269174
179.472624392926,69.6059821727714
173.565133308169,69.9074779317481
176.365521430108,68.7674557803322
183.183161127183,69.1823182862072
173.046202911077,67.3957678992398
180.719343078419,69.5594942636195
169.707102362275,68.5714120412945
172.9279934894,68.5341942704955
173.279080449821,67.3062387693054
175.375083733515,70.1046149630741
175.5512555338,70.3988549048303
172.304483268896,67.2989482432752
187.545442766843,70.7463757308836
175.821657399537,70.083751433395
178.0492239211,68.1753373185267
178.138830068377,69.7214830856985
172.402521076955,70.3994786833434
177.55765644458,69.4442367306809
178.156638043151,70.0279545654475
175.53108332807,67.9623649733903
172.913148313549,69.6218312892719
176.997450309014,71.3674810012927
171.302906395035,68.5099988148395
176.065532009222,69.4272655710768
172.320803799965,67.7174464015324
170.602433908219,66.918480935174
172.610836125257,68.5336912854208
173.881666652382,69.9450229991516
173.973767729368,71.55952857461
174.865122077275,67.7050386405732
177.034421998434,68.9654241000207
177.049932320471,67.9806502567361
175.725501053708,67.902606972368
173.06637385417,67.8965830614778
173.029577945206,67.5254795693801
174.519288653705,68.4249394149188
175.903301617672,67.9683760487464
171.749114725025,69.4473592743987
172.5520471118,69.7116261290793
181.046670872414,71.0813128940854
167.922838363701,67.1406950407944
177.995376851978,69.5437657298427
172.673627236837,68.1035997089323
171.184204285967,68.8922051824067
171.820647497325,67.3612326007641
174.891635370513,67.6701639421341
174.289213749703,67.8721967273963
173.017096061155,67.9122741286457
173.548016464255,68.9760770359418
174.268792610112,68.0393778238007
174.026820393414,70.7094723398545
174.101101741329,69.3936477030215
167.829337827308,69.1530723093301
178.263385936533,66.4827376906256
176.480561960676,66.512089189842
177.672732767152,66.7825517936355
176.597760661147,67.3612298853764
183.411465455635,73.6029516918247
176.953030667386,65.817754003156
171.653641439723,64.8879200445863
182.049696002312,69.1778112097555
170.244978745059,67.4179176042084
176.470718008988,68.1112424818978
181.135840751114,70.4077413277236
177.759681793817,71.4066198057525
179.049818230873,67.3271100522464
174.813625892031,67.3274435354852
174.253476819525,67.3458242878713
171.393652546414,67.0895068438025
175.469269686994,71.8566681497927
171.918002483317,67.0092262513614
177.849815857824,67.1091132002332
179.954076585706,67.2171935315313
170.179390130406,69.0585257884124
172.184212013181,67.7784002512085
171.703136896254,69.8184683350392
176.725818914606,72.1029532513679
181.368149316559,68.7454354391877
178.694799018222,69.1021359261618
170.593243399279,69.3103636924261
171.339883550814,70.1287927977504
167.005742158181,68.1323677610426
166.001388846086,69.5304296080606
168.434763842838,69.357968520145
171.418675005984,70.5252493782316
167.37645973145,67.3800296034398
173.326815648558,72.3375486249811
169.431635626159,69.4497840768399
177.722257520784,66.8193170179881
173.243391657718,69.6351827493477
173.529577493361,68.6412842972267
170.626308115905,68.9026440940879
173.688443006236,69.8004512327219
179.373929772138,69.3618557615885
180.245622720443,69.4326893229113
179.91609140045,71.896669503314
173.820793618616,67.8939887994602
177.994557062669,69.5734264321781
176.091942197254,68.7298558686084
172.072916244673,68.8627040660762
176.351220134848,68.9636659630826
176.423283194852,70.0217575665306
171.23825009404,67.7785758353356
174.733003787862,68.5373496729542
172.906848338134,66.6838084471292
178.644729252828,67.2350660541963
176.7176957083,68.1534729283875
175.93420203295,65.9688720276213
170.939104294172,66.6039047648083
173.698447174989,66.7346698051672
175.480114029483,68.4343592560219
174.642177341111,66.9824227795421
164.348283034596,65.5764604848139
163.790813445016,65.7029471638914
