mixtus_set3_sub0.05 ! C, Dataset name, Length<51
mixtus_set3_sub0.05 ! C, Main output file name, Length<21
100 ! I, Number of offspring in the sample
10 ! I, Number of loci
123 ! I, Seed for random number generator
0 ! B, 0/1=Not updating/updating allele frequency
2 ! 2/1=Dioecious/Monoecious
0 ! 0/1=No inbreeding/inbreeding
1 ! B, 0/1=Diploid species/HaploDiploid species
1 1 ! B, 0/1=Polygamy/Monogamy for males & females
0 ! 0/1=No clone inference/clone inference
0 ! 0/1=No scaling/sibship size scaling
1 1 1 ! B, R, R : Use sibship prior, Y/N=1/0. If Yes, give mean paternal, maternal sibship size
0 ! B, 0/1=Unknown/Known population allele frequency

1 ! I, Number of runs
3 ! I, Length of Run (1, 2, 3) = (Short, Medium, Long)
1 ! B, 0/1=Monitor method by Iterate#/Time in second
60 ! I, Monitor interval in Iterate#/Seconds
0 ! B, 0/1=Other platform/Windows execution
1 ! 1/0=Full-likelihood/pairwise-likelihood score method
3 ! 1/2/3=low/medium/high precision


BT10 BTMS0057 BTMS0086 BTMS0066 BTMS0062 BTMS0136 BTMS0126 BL13 BTMS0083 B126 !Marker IDs
0 0 0 0 0 0 0 0 0 0 !Marker types, 0/1=Codominant/Dominant
0 0 0 0 0 0 0 0 0 0 !Marker-specific allelic dropout rate
0.01 0.01 0.015 0.01 0.015 0.01 0.0162 0.0159 0.01 0.01 !Other marker-specific typing-error rate


Ind322 136 134 266 266 124 132 274 274 146 146 255 255 180 168 169 112 174 170 270 176 !Offspring ID and genotypes
Ind298 140 136 266 266 128 130 277 274 143 155 259 257 178 178 165 112 189 179 280 172 
Ind1083 136 130 266 266 124 130 277 274 146 146 241 241 172 168 108 112 169 170 278 280 
Ind1705 134 132 266 266 128 126 274 274 140 146 243 231 182 178 169 112 171 170 176 178 
Ind1157 134 142 266 266 126 122 274 277 140 146 243 241 178 182 167 169 169 172 280 176 
Ind1658 144 144 266 266 130 126 274 274 143 146 241 251 168 178 169 169 187 173 276 276 
Ind1973 142 140 268 268 124 130 274 274 158 146 235 243 174 182 167 171 173 175 176 274 
Ind1645 134 144 266 266 126 130 274 274 146 146 241 247 180 176 169 169 166 170 270 280 
Ind1517 134 132 266 266 128 122 274 274 146 146 257 251 178 178 114 114 170 172 268 278 
Ind407 146 132 266 266 124 122 274 274 146 155 243 241 180 180 167 114 168 173 176 172 
Ind1074 134 142 266 266 126 130 274 274 140 146 247 243 174 178 112 112 171 170 268 276 
Ind1841 140 138 266 266 124 130 274 274 146 146 255 239 196 174 173 110 187 170 174 280 
Ind328 134 138 266 266 130 128 274 277 140 146 241 245 184 184 114 169 168 171 172 274 
Ind999 132 136 268 268 128 130 274 274 137 146 231 251 180 172 114 173 187 195 276 282 
Ind156 144 160 266 266 122 124 274 274 119 140 269 235 178 182 169 169 170 169 170 270 
Ind663 138 134 266 266 116 122 274 274 134 155 235 241 176 168 169 112 176 168 278 176 
Ind1270 138 140 266 266 128 126 274 274 146 146 243 263 178 178 112 169 168 168 278 170 
Ind487 130 136 266 266 130 124 274 274 146 143 243 243 180 184 167 112 170 168 270 268 
Ind859 132 138 266 266 130 130 274 277 146 155 247 245 174 178 116 112 166 171 172 176 
Ind159 140 144 266 266 126 128 277 274 146 146 247 243 174 172 167 116 168 168 176 176 
Ind1408 134 134 268 266 130 126 277 274 146 146 253 269 170 180 169 169 170 172 280 268 
Ind1091 138 144 268 266 128 126 277 274 143 143 243 243 180 186 169 114 167 177 270 170 
Ind459 134 132 268 266 132 124 274 277 143 146 241 247 178 184 167 108 173 170 276 172 
Ind1359 134 134 266 266 126 130 274 274 134 155 243 241 186 180 167 167 171 169 174 170 
Ind1043 152 132 266 266 124 124 274 274 140 146 245 243 174 188 110 112 172 172 270 268 
Ind1774 150 132 268 266 122 126 274 274 140 143 243 251 172 178 187 112 167 167 176 174 
Ind922 134 140 268 266 122 124 277 274 134 140 251 235 172 180 112 167 169 193 276 266 
Ind1049 140 132 266 268 124 124 274 274 140 140 243 243 178 172 112 169 173 171 276 176 
Ind629 142 144 266 266 124 126 274 274 143 146 243 241 182 176 112 173 170 172 268 270 
Ind699 134 132 266 268 128 126 277 274 146 143 235 241 172 182 0 0 173 168 274 172 
Ind1934 134 134 266 266 126 122 274 277 146 149 251 253 188 188 167 167 169 175 276 172 
Ind318 144 144 266 266 128 126 274 277 140 140 251 249 172 192 169 169 174 171 172 278 
Ind572 134 134 266 266 126 124 274 274 146 146 239 255 184 162 167 167 174 170 268 280 
Ind231 134 160 266 266 124 128 274 274 143 146 247 235 170 178 112 167 170 175 274 276 
Ind1664 144 134 266 266 126 130 277 274 182 146 241 241 188 162 112 110 172 175 268 176 
Ind1060 134 136 266 266 126 122 274 274 146 146 243 241 180 178 169 114 168 173 272 176 
Ind438 138 134 266 266 124 124 274 277 0 0 259 245 180 176 169 169 170 170 276 276 
Ind1030 134 132 266 266 126 122 274 274 146 143 249 247 172 176 112 112 169 187 174 174 
Ind455 132 132 268 266 130 124 277 277 137 140 251 247 176 166 112 167 169 168 176 172 
Ind1554 132 128 268 266 122 124 277 274 143 134 255 239 176 168 167 114 175 169 278 276 
Ind554 136 140 266 266 122 130 274 274 140 146 243 251 178 168 169 110 170 170 282 172 
Ind1915 134 134 266 266 126 124 274 274 146 137 241 269 178 188 167 167 169 172 172 268 
Ind468 144 134 268 266 136 124 274 274 140 146 249 241 184 154 167 112 175 176 172 176 
Ind1136 144 132 266 268 130 128 274 274 155 146 241 241 182 170 169 163 185 174 190 270 
Ind261 144 134 266 266 126 124 274 274 152 134 243 243 172 168 112 173 187 170 168 170 
Ind308 136 134 266 266 124 124 274 274 146 140 255 247 188 174 108 169 172 171 278 170 
Ind1803 140 132 266 266 128 122 274 274 143 146 241 241 168 174 167 167 168 168 176 268 
Ind172 140 134 266 266 128 126 274 274 146 143 259 243 178 174 112 112 169 171 276 196 
Ind653 134 138 266 268 124 128 274 277 143 140 267 251 186 186 169 112 172 170 272 182 
Ind122 134 134 266 266 126 128 274 277 146 170 251 289 188 184 169 110 169 176 190 268 
Ind1595 142 132 266 266 122 132 274 274 134 119 245 257 180 174 169 112 179 167 176 180 
Ind1952 140 144 266 266 124 122 274 274 167 134 249 271 176 182 112 112 176 175 268 172 
Ind817 140 146 268 266 124 128 274 274 146 140 251 267 172 192 116 167 171 168 268 276 
Ind1609 140 130 266 268 130 124 274 274 140 146 255 251 178 176 118 114 187 174 280 168 
Ind1685 134 134 266 266 124 126 274 274 146 143 261 247 176 180 165 112 170 170 170 172 
Ind299 134 172 266 266 122 128 274 274 146 146 243 241 186 176 167 112 179 170 280 180 
Ind1177 144 136 266 266 126 130 277 274 143 143 251 241 178 174 165 114 168 173 170 170 
Ind1443 138 144 266 266 124 124 274 277 149 146 241 255 184 172 167 116 170 181 272 272 
Ind113 138 152 266 268 124 124 274 274 143 140 247 241 184 186 171 169 169 175 268 172 
Ind1860 166 134 266 266 124 126 277 274 152 137 247 235 190 172 169 167 175 169 280 188 
Ind1683 144 144 266 268 130 122 274 274 134 146 247 243 172 172 169 169 171 171 276 268 
Ind1710 136 136 266 266 124 124 277 274 146 146 267 267 186 170 171 110 170 173 276 270 
Ind1490 134 134 268 268 132 130 274 274 143 146 243 241 172 174 112 169 168 187 174 278 
Ind1295 138 128 266 266 122 132 274 277 146 140 241 251 180 178 114 167 177 170 268 190 
Ind748 134 140 266 268 126 128 274 274 134 146 257 251 170 180 112 169 172 171 172 176 
Ind137 142 140 268 266 122 124 274 274 146 143 243 241 172 184 167 167 172 173 276 276 
Ind812 134 132 268 266 126 126 274 274 143 119 241 251 170 176 169 114 170 170 176 268 
Ind1418 134 144 266 266 128 126 274 274 140 155 257 247 180 182 169 167 168 170 170 280 
Ind1932 134 144 266 266 126 130 277 274 119 140 245 231 188 176 165 169 174 169 284 176 
Ind534 138 136 266 268 128 124 277 274 152 140 247 251 172 184 112 112 176 169 172 276 
Ind106 144 138 268 266 124 122 277 277 155 140 243 243 178 184 116 112 168 170 276 276 
Ind1993 128 134 266 266 132 126 274 274 143 137 243 243 182 154 114 112 170 169 278 170 
Ind721 140 148 266 266 130 128 274 274 140 140 253 243 168 172 112 114 169 172 176 182 
Ind1178 132 144 266 266 124 124 274 277 146 146 255 235 168 176 110 171 177 173 268 268 
Ind1276 132 160 266 268 132 126 274 274 140 146 235 241 166 168 110 112 173 171 276 268 
Ind1072 134 148 266 266 130 122 274 277 146 146 243 235 182 182 171 112 169 172 268 268 
Ind1579 144 144 266 268 122 130 274 274 140 143 253 241 170 174 169 167 172 168 270 172 
Ind673 134 132 266 266 124 124 277 274 0 0 269 241 182 182 108 167 172 168 172 172 
Ind1066 138 144 266 266 124 122 274 274 143 140 245 235 168 166 167 114 187 168 170 170 
Ind1449 132 138 266 266 130 132 277 274 134 146 249 235 182 178 167 169 169 172 176 172 
Ind1886 144 134 268 266 128 130 274 277 146 140 249 269 182 180 116 169 170 170 276 268 
Ind291 138 152 266 266 126 126 274 274 146 146 263 241 178 176 167 112 171 169 174 276 
Ind655 134 136 266 268 124 130 274 274 143 140 267 239 172 168 112 112 170 170 176 280 
Ind228 136 140 266 266 126 124 277 274 140 146 261 255 154 170 114 169 189 170 276 168 
Ind887 132 134 266 266 124 128 277 274 146 146 241 243 176 180 167 110 168 187 270 268 
Ind1202 134 140 266 266 124 122 274 274 158 146 255 251 172 176 171 112 173 172 184 170 
Ind1621 136 134 266 268 130 130 277 274 146 146 261 253 180 188 169 169 171 170 284 172 
Ind1444 138 144 266 266 124 124 277 277 149 146 259 255 184 172 167 116 168 181 176 272 
Ind1890 132 134 266 266 124 128 274 277 140 143 235 255 168 172 112 165 171 168 268 176 
Ind1247 148 138 266 266 122 126 274 277 137 146 245 251 178 170 112 112 169 174 176 276 
Ind1642 136 142 266 266 126 128 277 274 140 140 243 241 172 166 112 114 172 170 178 280 
Ind1639 144 134 266 266 130 122 277 274 146 146 259 243 176 184 167 114 171 169 168 170 
