"","layer","level","class","id","metric","value","plot_id","percentage_inside"
"1",1,"class",1,NA,"ca",156.074411067323,"ED01",97.6988895317776
"2",1,"class",2,NA,"ca",0.766646832028552,"ED01",97.6988895317776
"3",1,"class",3,NA,"ca",35.749846290475,"ED01",97.6988895317776
"4",1,"class",4,NA,"ca",24.8743350303342,"ED01",97.6988895317776
"5",1,"class",5,NA,"ca",2.39758150034368,"ED01",97.6988895317776
"6",1,"class",6,NA,"ca",0.29682179793751,"ED01",97.6988895317776
"7",1,"class",7,NA,"ca",0.238896989794971,"ED01",97.6988895317776
"8",1,"class",8,NA,"ca",4.39637297539834,"ED01",97.6988895317776
"9",1,"class",9,NA,"ca",34.0383652913108,"ED01",97.6988895317776
"10",1,"class",10,NA,"ca",18.2987125237449,"ED01",97.6988895317776
"11",1,"class",11,NA,"ca",3.70924422318676,"ED01",97.6988895317776
"12",1,"class",12,NA,"ca",1.50912976480238,"ED01",97.6988895317776
"13",1,"class",13,NA,"ca",10.425437214625,"ED01",97.6988895317776
"14",1,"class",14,NA,"ca",15.1668312550913,"ED01",97.6988895317776
"15",1,"class",15,NA,"ca",6.26316272420509,"ED01",97.6988895317776
"16",1,"class",1,NA,"ca",148.655708401989,"ED01A",97.6017759817442
"17",1,"class",2,NA,"ca",0.810647407444543,"ED01A",97.6017759817442
"18",1,"class",3,NA,"ca",29.7958015328007,"ED01A",97.6017759817442
"19",1,"class",4,NA,"ca",28.5040611737048,"ED01A",97.6017759817442
"20",1,"class",5,NA,"ca",2.7398605626594,"ED01A",97.6017759817442
"21",1,"class",6,NA,"ca",0.307661277567743,"ED01A",97.6017759817442
"22",1,"class",7,NA,"ca",1.41024629054725,"ED01A",97.6017759817442
"23",1,"class",8,NA,"ca",4.58188659910941,"ED01A",97.6017759817442
"24",1,"class",9,NA,"ca",40.5720865683426,"ED01A",97.6017759817442
"25",1,"class",10,NA,"ca",19.1592729500406,"ED01A",97.6017759817442
"26",1,"class",11,NA,"ca",3.73585021864287,"ED01A",97.6017759817442
"27",1,"class",12,NA,"ca",1.52185437132486,"ED01A",97.6017759817442
"28",1,"class",13,NA,"ca",10.4517004597373,"ED01A",97.6017759817442
"29",1,"class",14,NA,"ca",14.9040702725931,"ED01A",97.6017759817442
"30",1,"class",15,NA,"ca",7.05564436341576,"ED01A",97.6017759817442
"31",1,"class",1,NA,"ca",130.862852542248,"ED02",97.4649236497658
"32",1,"class",2,NA,"ca",0.765190143066388,"ED02",97.4649236497658
"33",1,"class",3,NA,"ca",13.7811344579358,"ED02",97.4649236497658
"34",1,"class",4,NA,"ca",29.6526175765777,"ED02",97.4649236497658
"35",1,"class",5,NA,"ca",2.01545771053354,"ED02",97.4649236497658
"36",1,"class",6,NA,"ca",0.261261449743496,"ED02",97.4649236497658
"37",1,"class",7,NA,"ca",28.0501740306108,"ED02",97.4649236497658
"38",1,"class",8,NA,"ca",7.05641555168965,"ED02",97.4649236497658
"39",1,"class",9,NA,"ca",42.0707624476507,"ED02",97.4649236497658
"40",1,"class",10,NA,"ca",21.3435780488056,"ED02",97.4649236497658
"41",1,"class",11,NA,"ca",3.66430108432469,"ED02",97.4649236497658
"42",1,"class",12,NA,"ca",0.715791249731811,"ED02",97.4649236497658
"43",1,"class",13,NA,"ca",8.1162853030433,"ED02",97.4649236497658
"44",1,"class",14,NA,"ca",18.060329659466,"ED02",97.4649236497658
"45",1,"class",15,NA,"ca",7.15122886560935,"ED02",97.4649236497658
"46",1,"class",1,NA,"ca",163.658447929868,"ED03",97.7776128260755
"47",1,"class",2,NA,"ca",1.07867817648278,"ED03",97.7776128260755
"48",1,"class",3,NA,"ca",70.5390490541956,"ED03",97.7776128260755
"49",1,"class",4,NA,"ca",0.586145932099174,"ED03",97.7776128260755
"50",1,"class",5,NA,"ca",2.41703258236788,"ED03",97.7776128260755
"51",1,"class",6,NA,"ca",0.32454173201164,"ED03",97.7776128260755
"52",1,"class",7,NA,"ca",2.15474288159226,"ED03",97.7776128260755
"53",1,"class",8,NA,"ca",3.72269717419028,"ED03",97.7776128260755
"54",1,"class",9,NA,"ca",16.1216051822041,"ED03",97.7776128260755
"55",1,"class",10,NA,"ca",14.7993171986958,"ED03",97.7776128260755
"56",1,"class",11,NA,"ca",3.69077854840168,"ED03",97.7776128260755
"57",1,"class",12,NA,"ca",0.689613692205855,"ED03",97.7776128260755
"58",1,"class",13,NA,"ca",10.4415893245878,"ED03",97.7776128260755
"59",1,"class",14,NA,"ca",17.2959535484667,"ED03",97.7776128260755
"60",1,"class",15,NA,"ca",6.68770186909002,"ED03",97.7776128260755
"61",1,"class",1,NA,"ca",161.015500026985,"ED03A",97.6621444091741
"62",1,"class",2,NA,"ca",1.05134383654569,"ED03A",97.6621444091741
"63",1,"class",3,NA,"ca",54.5304229541453,"ED03A",97.6621444091741
"64",1,"class",4,NA,"ca",6.32807107060742,"ED03A",97.6621444091741
"65",1,"class",5,NA,"ca",2.28370269853682,"ED03A",97.6621444091741
"66",1,"class",6,NA,"ca",0.310317592734034,"ED03A",97.6621444091741
"67",1,"class",7,NA,"ca",3.59116672966543,"ED03A",97.6621444091741
"68",1,"class",8,NA,"ca",4.35224386860336,"ED03A",97.6621444091741
"69",1,"class",9,NA,"ca",23.9305291142307,"ED03A",97.6621444091741
"70",1,"class",10,NA,"ca",16.5031720027052,"ED03A",97.6621444091741
"71",1,"class",11,NA,"ca",3.75063132722943,"ED03A",97.6621444091741
"72",1,"class",12,NA,"ca",1.31380491249332,"ED03A",97.6621444091741
"73",1,"class",13,NA,"ca",10.5038413558239,"ED03A",97.6621444091741
"74",1,"class",14,NA,"ca",17.9626458114149,"ED03A",97.6621444091741
"75",1,"class",15,NA,"ca",6.77998739922244,"ED03A",97.6621444091741
"76",1,"class",1,NA,"ca",152.93983063971,"ED04",97.6332430763186
"77",1,"class",2,NA,"ca",1.31153419146407,"ED04",97.6332430763186
"78",1,"class",3,NA,"ca",17.9865526479116,"ED04",97.6332430763186
"79",1,"class",4,NA,"ca",37.3316819720066,"ED04",97.6332430763186
"80",1,"class",5,NA,"ca",2.95999197111817,"ED04",97.6332430763186
"81",1,"class",6,NA,"ca",0.331653801650443,"ED04",97.6332430763186
"82",1,"class",7,NA,"ca",0.260404573883399,"ED04",97.6332430763186
"83",1,"class",8,NA,"ca",4.9106698666284,"ED04",97.6332430763186
"84",1,"class",9,NA,"ca",39.6576286504462,"ED04",97.6332430763186
"85",1,"class",10,NA,"ca",21.1771727567748,"ED04",97.6332430763186
"86",1,"class",11,NA,"ca",1.60655655009538,"ED04",97.6332430763186
"87",1,"class",12,NA,"ca",1.46093049767193,"ED04",97.6332430763186
"88",1,"class",13,NA,"ca",7.35053819066785,"ED04",97.6332430763186
"89",1,"class",14,NA,"ca",19.1003627346584,"ED04",97.6332430763186
"90",1,"class",15,NA,"ca",5.82075771763715,"ED04",97.6332430763186
"91",1,"class",1,NA,"ca",137.29593374951,"ED05",97.6069053151106
"92",1,"class",2,NA,"ca",0.841966220131055,"ED05",97.6069053151106
"93",1,"class",3,NA,"ca",22.9780259081471,"ED05",97.6069053151106
"94",1,"class",4,NA,"ca",33.1323904444305,"ED05",97.6069053151106
"95",1,"class",5,NA,"ca",2.10452995619059,"ED05",97.6069053151106
"96",1,"class",6,NA,"ca",0.29026669760777,"ED05",97.6069053151106
"97",1,"class",7,NA,"ca",8.01932979947336,"ED05",97.6069053151106
"98",1,"class",8,NA,"ca",5.16297696363388,"ED05",97.6069053151106
"99",1,"class",9,NA,"ca",44.7671794042031,"ED05",97.6069053151106
"100",1,"class",10,NA,"ca",19.256571203954,"ED05",97.6069053151106
"101",1,"class",11,NA,"ca",3.71018678663287,"ED05",97.6069053151106
"102",1,"class",12,NA,"ca",1.52823809648253,"ED05",97.6069053151106
"103",1,"class",13,NA,"ca",10.4404325421767,"ED05",97.6069053151106
"104",1,"class",14,NA,"ca",16.8829393839,"ED05",97.6069053151106
"105",1,"class",15,NA,"ca",7.7965420758482,"ED05",97.6069053151106
"106",1,"class",1,NA,"ca",157.972305409852,"ED06",97.2934173832334
"107",1,"class",2,NA,"ca",1.59811632287342,"ED06",97.2934173832334
"108",1,"class",3,NA,"ca",36.8115154811349,"ED06",97.2934173832334
"109",1,"class",4,NA,"ca",26.7359835239804,"ED06",97.2934173832334
"110",1,"class",5,NA,"ca",3.12241279039951,"ED06",97.2934173832334
"111",1,"class",6,NA,"ca",0.276685215225237,"ED06",97.2934173832334
"112",1,"class",7,NA,"ca",0.261604200087534,"ED06",97.2934173832334
"113",1,"class",8,NA,"ca",4.21617198201999,"ED06",97.2934173832334
"114",1,"class",9,NA,"ca",29.5339402699543,"ED06",97.2934173832334
"115",1,"class",10,NA,"ca",20.788493866635,"ED06",97.2934173832334
"116",1,"class",11,NA,"ca",1.60899864629665,"ED06",97.2934173832334
"117",1,"class",12,NA,"ca",1.42335649120669,"ED06",97.2934173832334
"118",1,"class",13,NA,"ca",3.63953737196789,"ED06",97.2934173832334
"119",1,"class",14,NA,"ca",21.1556223288934,"ED06",97.2934173832334
"120",1,"class",15,NA,"ca",3.76412712202596,"ED06",97.2934173832334
"121",1,"class",1,NA,"ca",166.383912978074,"ED07",97.8078979385562
"122",1,"class",2,NA,"ca",0.653282155737742,"ED07",97.8078979385562
"123",1,"class",3,NA,"ca",56.7693538889911,"ED07",97.8078979385562
"124",1,"class",4,NA,"ca",8.60183400916697,"ED07",97.8078979385562
"125",1,"class",5,NA,"ca",2.34625463632384,"ED07",97.8078979385562
"126",1,"class",6,NA,"ca",4.75711771249898,"ED07",97.8078979385562
