"mean","sd"
281.915535322209,86.6840153185176
285.343278788124,83.3150791601153
284.007028659611,83.8234875213405
282.957927180115,84.2102467494379
283.094327677689,83.2130444867424
285.08440161071,86.5237310143974
287.991882925443,86.7357159958427
286.363986849779,83.2947094481915
285.819916306873,84.3925647673929
286.362668349615,83.7606268406712
286.268456033746,83.6263576391478
283.641476338129,83.7147068007111
288.011751004562,84.0250412215192
283.687123513498,85.2881591033864
288.843440497529,85.9462959467024
287.121376904062,89.5342064334442
287.781583385255,87.0828219167327
283.757057418851,84.8683449809696
283.757960050331,87.2068073278742
282.493098347548,89.5170146869778
288.655544774233,88.2331109364863
283.894700984073,86.4954736053093
285.49493184543,87.5458240934042
281.01137573127,86.9773391195318
282.30995219736,86.677818793445
283.026125578754,88.1895093541049
280.731407220684,85.3639909969137
282.524895970125,84.936295912338
283.679414079671,85.3740700252136
285.646773940124,84.9274837995146
282.872500878522,85.5782362165657
286.094645106758,86.8305214859939
284.447404629273,86.6501944662269
281.870377142439,87.9017874782512
280.719367965263,86.1869487074289
281.966993658032,83.8751171337956
281.619476264794,83.413396760784
280.438010607843,86.5364857172344
284.150027684611,85.5432847863188
286.448769531301,88.019800420603
286.990094975846,83.182198216671
282.230917252835,84.0635470174633
282.230575880528,84.0733395841724
283.271281587521,85.0865124299724
283.27718779702,84.3456847130351
280.789280561745,85.3061604553228
284.31445654533,85.1101067303412
286.322996857666,85.1806627221719
290.668529641088,85.7350253804364
290.15133848442,87.7249276021182
285.564641459164,84.9859991183942
288.889554952097,84.0540154207763
288.59221586422,88.6788062803044
289.910805942387,88.1728543049718
287.095491587811,87.6099233710387
287.893564639856,86.8539179713731
287.77990142501,86.1435221699651
284.791896227672,84.0923525607476
284.195425946437,85.4280808009892
281.181348244781,86.0588762787172
284.688665929529,85.6618579748443
288.790235325809,86.8364258830762
286.267100099378,85.3619129262799
286.342648201529,86.3947592593119
283.757046690291,86.2811016649973
284.863483310603,85.5724102802722
283.792095125344,87.4993383574996
285.418264473004,85.4943153931419
280.678358388341,88.2853233010235
280.864013014963,87.0400483194493
286.100930039877,86.6590057977987
281.907097085836,86.4538020237751
281.123928718063,87.4391580074466
285.588998886312,86.2753184829447
281.259387446246,89.3310715471225
281.421198834459,87.9461334785451
288.017624415309,84.8694506142957
283.965959241441,87.6251576188163
286.611180946801,86.3309937552628
284.847699784965,85.9975767199645
284.482379162661,88.3171751660094
282.877437973766,89.7706247514863
285.868420610485,87.3273517157045
282.385354041011,88.2059500211081
284.829146602022,87.3429539256818
286.202215267408,90.5984876780125
285.714633617801,86.5438801475306
286.603457260113,87.2664137532701
286.551580374374,87.1300534149638
283.143449317439,87.9343192564436
288.82286631419,87.4319649658651
288.09298902797,86.8587407213783
288.81610868625,87.8200233860883
285.375955520641,87.6636541994148
283.983681481817,87.5914675003139
285.349367958295,87.9292364347006
282.111092733621,87.5158659360151
283.998189233238,87.9420232055724
